,model,ndcg,metric,hybrid
385,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
386,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
387,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
388,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
389,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
390,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
391,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
392,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
393,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
394,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
395,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
396,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
397,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
398,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
399,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
400,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
401,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
402,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
403,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
404,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
405,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
406,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
407,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
408,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
409,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
410,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
411,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
412,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
413,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
414,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
415,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
416,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
417,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
418,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
419,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
420,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
421,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
422,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
423,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
424,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
425,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
426,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
427,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
428,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
429,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
430,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
431,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
432,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
433,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
434,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
435,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
436,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
437,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
438,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
439,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
440,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
441,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
442,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
443,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
444,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
445,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
446,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
447,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
448,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
449,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
450,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
451,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
452,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
453,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
454,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
455,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
456,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
457,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
458,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
459,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
460,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
461,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
462,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
463,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
464,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
465,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
466,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
467,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
468,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
469,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
470,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
471,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
472,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
473,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
474,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
475,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
476,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
477,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
478,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
479,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
480,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
481,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
482,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
483,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
484,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
485,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
486,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
487,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
488,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
489,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
490,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
491,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
492,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
493,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
494,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
495,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
496,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
497,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
498,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
499,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
500,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
501,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
502,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
503,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
504,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
505,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
506,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
507,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
508,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
509,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
510,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
511,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
512,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
513,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
514,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
515,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
516,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
517,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
518,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
519,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
520,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
521,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
522,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
523,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
524,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
525,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
526,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
527,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
528,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,cosine,yes
529,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,ip,yes
530,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,l2,yes
531,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
532,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
533,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
534,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
535,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
536,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
537,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
538,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
539,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
540,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
541,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
542,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
543,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,cosine,yes
544,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,ip,yes
545,sentence-transformers/all-MiniLM-L6-v2,0.46533827903669644,l2,yes
546,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
547,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
548,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
549,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
550,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
551,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
552,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
553,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
554,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
555,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
556,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
557,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
558,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
559,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
560,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
561,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
562,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
563,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
564,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
565,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
566,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
567,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
568,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
569,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
570,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
571,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
572,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
573,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
574,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
575,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
576,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
577,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
578,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
579,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
580,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
581,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
582,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
583,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
584,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
585,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
586,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
587,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
588,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
589,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
590,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
591,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
592,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
593,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
594,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
595,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
596,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
597,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
598,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
599,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
600,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
601,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
602,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
603,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
604,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
605,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
606,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
607,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
608,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
609,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
610,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
611,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
612,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
613,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
614,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
615,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
616,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
617,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
618,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
619,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
620,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
621,sentence-transformers/all-MiniLM-L6-v2,0.0,cosine,yes
622,sentence-transformers/all-MiniLM-L6-v2,0.0,ip,yes
623,sentence-transformers/all-MiniLM-L6-v2,0.0,l2,yes
624,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
625,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
626,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
627,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
628,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
629,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
630,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
631,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
632,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
633,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
634,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
635,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
636,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
637,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
638,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
639,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
640,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
641,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
642,sentence-transformers/all-MiniLM-L6-v2,0.6404015779112125,cosine,yes
643,sentence-transformers/all-MiniLM-L6-v2,0.6404015779112125,ip,yes
644,sentence-transformers/all-MiniLM-L6-v2,0.6404015779112125,l2,yes
645,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
646,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
647,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
648,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
649,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
650,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
651,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
652,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
653,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
654,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
655,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
656,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
657,sentence-transformers/all-MiniLM-L6-v2,0.28906482631788766,cosine,yes
658,sentence-transformers/all-MiniLM-L6-v2,0.28906482631788766,ip,yes
659,sentence-transformers/all-MiniLM-L6-v2,0.28906482631788766,l2,yes
660,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
661,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
662,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
663,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
664,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
665,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
666,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
667,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
668,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
669,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,cosine,yes
670,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,ip,yes
671,sentence-transformers/all-MiniLM-L6-v2,0.7103099178571524,l2,yes
672,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
673,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
674,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
675,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
676,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
677,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
678,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
679,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
680,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
681,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
682,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
683,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
684,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
685,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
686,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
687,sentence-transformers/all-MiniLM-L6-v2,0.5654648767857287,cosine,yes
688,sentence-transformers/all-MiniLM-L6-v2,0.5654648767857287,ip,yes
689,sentence-transformers/all-MiniLM-L6-v2,0.5654648767857287,l2,yes
690,sentence-transformers/all-MiniLM-L6-v2,0.371529997171282,cosine,yes
691,sentence-transformers/all-MiniLM-L6-v2,0.371529997171282,ip,yes
692,sentence-transformers/all-MiniLM-L6-v2,0.371529997171282,l2,yes
693,sentence-transformers/all-MiniLM-L6-v2,0.0,cosine,yes
694,sentence-transformers/all-MiniLM-L6-v2,0.0,ip,yes
695,sentence-transformers/all-MiniLM-L6-v2,0.0,l2,yes
696,sentence-transformers/all-MiniLM-L6-v2,0.40876468265396726,cosine,yes
697,sentence-transformers/all-MiniLM-L6-v2,0.40876468265396726,ip,yes
698,sentence-transformers/all-MiniLM-L6-v2,0.40876468265396726,l2,yes
699,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
700,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
701,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
702,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
703,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
704,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
705,sentence-transformers/all-MiniLM-L6-v2,0.5,cosine,yes
706,sentence-transformers/all-MiniLM-L6-v2,0.5,ip,yes
707,sentence-transformers/all-MiniLM-L6-v2,0.5,l2,yes
708,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,cosine,yes
709,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,ip,yes
710,sentence-transformers/all-MiniLM-L6-v2,0.6309297535714573,l2,yes
711,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
712,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
713,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
714,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
715,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
716,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
717,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
718,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
719,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
720,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
721,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
722,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
723,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
724,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
725,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
726,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
727,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
728,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
729,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
730,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
731,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
732,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
733,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
734,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
735,sentence-transformers/all-MiniLM-L6-v2,1.0,cosine,yes
736,sentence-transformers/all-MiniLM-L6-v2,1.0,ip,yes
737,sentence-transformers/all-MiniLM-L6-v2,1.0,l2,yes
738,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
739,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
740,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,l2,yes
741,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,cosine,yes
742,sentence-transformers/all-MiniLM-L6-v2,0.8154648767857287,ip,yes
